level_0,index,distance_km,distance_m,duration_h,duration_m,end_location,from_a,geocoder_status,id_cb,partial_match,place_id,start_location,to_b,types
57,0,20.5 km,20451,31 mins,1879,"{'lat': 48.5548592, 'lng': 21.5007301}","076 16 Stanča, Slovakia",OK,19,NULL,ChIJ42CdNysrP0cRgByXxtH3AAQ,"{'lat': 48.5689496, 'lng': 21.6578755}","Pusztafalu, Unnamed Road, 3995 Hungary",locality
58,0,33.7 km,33661,43 mins,2589,"{'lat': 48.5548592, 'lng': 21.5007301}","076 05 Cejkov, Slovakia",OK,19,NULL,ChIJ8f08Mw_ROEcRdYBNV9E0mcg,"{'lat': 48.4679814, 'lng': 21.7623173}","Pusztafalu, Unnamed Road, 3995 Hungary",locality
59,0,18.3 km,18266,30 mins,1790,"{'lat': 48.5548592, 'lng': 21.5007301}","076 17 Nižný Žipov, Slovakia",OK,19,NULL,ChIJuYuC8N0qP0cR48ntNy7FsQw,"{'lat': 48.5823056, 'lng': 21.6369371}","Pusztafalu, Unnamed Road, 3995 Hungary",locality
83,0,19.1 km,19061,20 mins,1183,"{'lat': 48.53163, 'lng': 21.2539951}","044 13 Valaliky, Slovakia",OK,31,NULL,ChIJO1Ia6ecgP0cRcZNvyShqkIE,"{'lat': 48.6422547, 'lng': 21.2919549}","Milhosť 124, 044 58 Milhosť, Slovakia",locality
67,0,33.6 km,33556,41 mins,2453,"{'lat': 48.5548592, 'lng': 21.5007301}","076 31 Viničky, Slovakia",OK,19,NULL,ChIJFZLcOLbPOEcRcHuXxtH3AAQ,"{'lat': 48.3985485, 'lng': 21.7434795}","Pusztafalu, Unnamed Road, 3995 Hungary",locality
68,0,39.3 km,39320,48 mins,2898,"{'lat': 48.5548592, 'lng': 21.5007301}","076 31 Klin nad Bodrogom, Slovakia",OK,19,NULL,ChIJ5b3pFxDPOEcRcByXxtH3AAQ,"{'lat': 48.38402869999999, 'lng': 21.7245537}","Pusztafalu, Unnamed Road, 3995 Hungary",locality
69,0,37.3 km,37251,45 mins,2671,"{'lat': 48.5548592, 'lng': 21.5007301}","076 34 Ladmovce, Slovakia",OK,19,NULL,ChIJJxfGE-PPOEcR0G-XxtH3AAQ,"{'lat': 48.4122298, 'lng': 21.78117}","Pusztafalu, Unnamed Road, 3995 Hungary",locality
70,0,40.4 km,40383,48 mins,2901,"{'lat': 48.5548592, 'lng': 21.5007301}","076 36 Malý Kamenec, Slovakia",OK,19,NULL,ChIJqZby-sbFOEcRQHCXxtH3AAQ,"{'lat': 48.3520822, 'lng': 21.7895763}","Pusztafalu, Unnamed Road, 3995 Hungary",locality
71,0,36.2 km,36182,45 mins,2682,"{'lat': 48.5548592, 'lng': 21.5007301}","076 31 Streda nad Bodrogom, Slovakia",OK,19,NULL,ChIJJ0VPX2LPOEcRwHqXxtH3AAQ,"{'lat': 48.3795523, 'lng': 21.7579633}","Pusztafalu, Unnamed Road, 3995 Hungary",locality
72,0,42.8 km,42836,49 mins,2952,"{'lat': 48.5548592, 'lng': 21.5007301}","076 36 Veľký Kamenec, Slovakia",OK,19,NULL,ChIJ3SlBz63FOEcRYHuXxtH3AAQ,"{'lat': 48.3615966, 'lng': 21.8059011}","Pusztafalu, Unnamed Road, 3995 Hungary",locality
73,0,28.3 km,28345,36 mins,2181,"{'lat': 48.5548592, 'lng': 21.5007301}","040 18 Nižná Hutka, Slovakia",OK,19,NULL,ChIJWR-j0U0nP0cRLeMljBX7ohM,"{'lat': 48.65947, 'lng': 21.3604688}","Pusztafalu, Unnamed Road, 3995 Hungary",locality
74,0,25.6 km,25588,34 mins,2034,"{'lat': 48.5548592, 'lng': 21.5007301}","044 10 Geča, Slovakia",OK,19,NULL,ChIJsy6_zzohP0cR0EWXxtH3AAQ,"{'lat': 48.6272272, 'lng': 21.3070622}","Pusztafalu, Unnamed Road, 3995 Hungary",locality
75,0,25.7 km,25713,34 mins,2015,"{'lat': 48.5548592, 'lng': 21.5007301}","044 14 Gyňov, Slovakia",OK,19,NULL,ChIJ5-su5AQkP0cR4EWXxtH3AAQ,"{'lat': 48.5894837, 'lng': 21.3060745}","Pusztafalu, Unnamed Road, 3995 Hungary",locality
76,0,30.8 km,30792,40 mins,2423,"{'lat': 48.5548592, 'lng': 21.5007301}","044 13 Kokšov-Bakša, Slovakia",OK,19,NULL,ChIJnf5r6dogP0cRsEaXxtH3AAQ,"{'lat': 48.6472759, 'lng': 21.3247578}","Pusztafalu, Unnamed Road, 3995 Hungary",locality
77,0,18.1 km,18146,25 mins,1520,"{'lat': 48.5548592, 'lng': 21.5007301}","044 11 Skároš, Slovakia",OK,19,NULL,ChIJMeJRoyMmP0cRMEmXxtH3AAQ,"{'lat': 48.5883954, 'lng': 21.3760376}","Pusztafalu, Unnamed Road, 3995 Hungary",locality
78,0,25.0 km,25017,32 mins,1945,"{'lat': 48.5548592, 'lng': 21.5007301}","044 11 Trstené pri Hornáde, Slovakia",OK,19,NULL,ChIJhwO1Uy4kP0cRlZ3pgb5sD34,"{'lat': 48.57321, 'lng': 21.3339521}","Pusztafalu, Unnamed Road, 3995 Hungary",locality
79,0,57.2 km,57203,1 hour 3 mins,3792,"{'lat': 48.5548592, 'lng': 21.5007301}","044 81 Trebejov, Slovakia",OK,19,NULL,ChIJfXnjQcLlPkcRsEmXxtH3AAQ,"{'lat': 48.8351976, 'lng': 21.2194749}","Pusztafalu, Unnamed Road, 3995 Hungary",locality
80,0,28.2 km,28237,37 mins,2198,"{'lat': 48.5548592, 'lng': 21.5007301}","044 15 Vyšná Myšľa, Slovakia",OK,19,NULL,ChIJYXzteQcnP0cRUEqXxtH3AAQ,"{'lat': 48.6342772, 'lng': 21.3876045}","Pusztafalu, Unnamed Road, 3995 Hungary",locality
81,0,21.4 km,21425,29 mins,1727,"{'lat': 48.5548592, 'lng': 21.5007301}","044 11 Ždaňa, Slovakia",OK,19,NULL,ChIJv48v2Y0mP0cRoEqXxtH3AAQ,"{'lat': 48.6023307, 'lng': 21.3466906}","Pusztafalu, Unnamed Road, 3995 Hungary",locality
82,0,44.2 km,44234,50 mins,2998,"{'lat': 48.5548592, 'lng': 21.5007301}","076 35 Svätá Mária, Slovakia",OK,19,NULL,ChIJ37sfvYbaOEcRwG2XxtH3AAQ,"{'lat': 48.4326836, 'lng': 21.8440886}","Pusztafalu, Unnamed Road, 3995 Hungary",locality
83,0,27.9 km,27853,37 mins,2228,"{'lat': 48.5548592, 'lng': 21.5007301}","044 13 Valaliky, Slovakia",OK,19,NULL,ChIJO1Ia6ecgP0cRcZNvyShqkIE,"{'lat': 48.6422547, 'lng': 21.2919549}","Pusztafalu, Unnamed Road, 3995 Hungary",locality
84,0,30.5 km,30498,38 mins,2297,"{'lat': 48.5548592, 'lng': 21.5007301}","040 18 Vyšná Hutka, Slovakia",OK,19,NULL,ChIJTYve2lHfPkcRMEqXxtH3AAQ,"{'lat': 48.6754422, 'lng': 21.3541875}","Pusztafalu, Unnamed Road, 3995 Hungary",locality
85,0,48.5 km,48515,54 mins,3222,"{'lat': 48.5548592, 'lng': 21.5007301}","076 37 Rad, Slovakia",OK,19,NULL,ChIJ84hUaVjaOEcREHGXxtH3AAQ,"{'lat': 48.4635379, 'lng': 21.8575394}","Pusztafalu, Unnamed Road, 3995 Hungary",locality
86,0,36.4 km,36427,44 mins,2621,"{'lat': 48.5548592, 'lng': 21.5007301}","044 58 Milhosť, Slovakia",OK,19,NULL,ChIJz0P0LaMkP0cR5QA6U2scEFw,"{'lat': 48.5393829, 'lng': 21.2681549}","Pusztafalu, Unnamed Road, 3995 Hungary",locality
0,0,31.2 km,31228,41 mins,2474,"{'lat': 48.5605769, 'lng': 21.4972555}","044 41 Sady nad Torysou, Slovakia",OK,20,NULL,ChIJ9V21E-PePkcREEmXxtH3AAQ,"{'lat': 48.70756069999999, 'lng': 21.3458681}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
1,0,31.5 km,31499,41 mins,2434,"{'lat': 48.5605553, 'lng': 21.4972528}","076 82 Malá Tŕňa, Slovakia",OK,20,NULL,ChIJZTkRKxfSOEcR8Ek92zVxxrI,"{'lat': 48.4558008, 'lng': 21.6826166}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
2,0,23.6 km,23649,41 mins,2436,"{'lat': 48.5605553, 'lng': 21.4972528}","076 82 Veľká Tŕňa, Slovakia",OK,20,NULL,ChIJM3u3MEjSOEcRQByXxtH3AAQ,"{'lat': 48.46778399999999, 'lng': 21.6785942}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
3,0,46.6 km,46573,52 mins,3099,"{'lat': 48.5605769, 'lng': 21.4972555}","044 31 Družstevná pri Hornáde, Slovakia",OK,20,NULL,ChIJN-oTAO7mPkcRoEWXxtH3AAQ,"{'lat': 48.8050428, 'lng': 21.2487383}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
4,0,53.4 km,53388,55 mins,3277,"{'lat': 48.5605769, 'lng': 21.4972555}","044 81 Kysak, Slovakia",OK,20,NULL,ChIJq9KJX5nlPkcRIEeXxtH3AAQ,"{'lat': 48.85345479999999, 'lng': 21.2209916}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
5,0,51.6 km,51635,52 mins,3117,"{'lat': 48.5605769, 'lng': 21.4972555}","044 81 Obišovce, Slovakia",OK,20,NULL,ChIJCShAGGHvPkcRIEiXxtH3AAQ,"{'lat': 48.8619214, 'lng': 21.2381107}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
6,0,50.0 km,50022,56 mins,3364,"{'lat': 48.5605769, 'lng': 21.4972555}","044 31 Sokoľ, Slovakia",OK,20,NULL,ChIJ07jXBzfkPkcRcEmXxtH3AAQ,"{'lat': 48.8134089, 'lng': 21.219625}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
7,0,23.5 km,23512,33 mins,2008,"{'lat': 48.5605553, 'lng': 21.4972528}","044 14 Čaňa, Slovakia",OK,20,NULL,ChIJF2wUr0whP0cRUEWXxtH3AAQ,"{'lat': 48.6070779, 'lng': 21.3248705}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
8,0,73.3 km,73307,1 hour 30 mins,5429,"{'lat': 48.5605769, 'lng': 21.4972555}","044 81 Veľká Lodina, Slovakia",OK,20,NULL,ChIJnb6rjkHlPkcREEqXxtH3AAQ,"{'lat': 48.859691, 'lng': 21.1566}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
9,0,47.5 km,47462,53 mins,3170,"{'lat': 48.5605769, 'lng': 21.4972555}","044 31 Kostoľany nad Hornádom, Slovakia",OK,20,NULL,ChIJC9idzLHmPkcR0JOXxtH3AAQ,"{'lat': 48.7979011, 'lng': 21.2417211}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
10,0,16.0 km,15982,26 mins,1543,"{'lat': 48.5605769, 'lng': 21.4972555}","044 17 Slančík, Slovakia",OK,20,NULL,ChIJX5KcsvPXPkcRADOXxtH3AAQ,"{'lat': 48.6621688, 'lng': 21.4890466}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
11,0,18.7 km,18704,29 mins,1761,"{'lat': 48.5605769, 'lng': 21.4972555}","044 16 Blažice, Slovakia",OK,20,NULL,ChIJT36RkI7YPkcRwESXxtH3AAQ,"{'lat': 48.6668055, 'lng': 21.4112279}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
12,0,17.9 km,17860,27 mins,1606,"{'lat': 48.5605769, 'lng': 21.4972555}","044 18 Kalša, Slovakia",OK,20,NULL,ChIJ2e8wVrcpP0cRgEaXxtH3AAQ,"{'lat': 48.61325600000001, 'lng': 21.5272425}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
13,0,16.9 km,16928,27 mins,1606,"{'lat': 48.5605769, 'lng': 21.4972555}","044 16 Bohdanovce, Slovakia",OK,20,NULL,ChIJM6XednwnP0cR0ESXxtH3AAQ,"{'lat': 48.6565105, 'lng': 21.4011463}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
14,0,70.1 km,70078,1 hour 27 mins,5221,"{'lat': 48.5605769, 'lng': 21.4972555}","044 32 Malá Lodina, Slovakia",OK,20,TRUE,ChIJn6eUZpT6PkcRQEeXxtH3AAQ,"{'lat': 48.8781217, 'lng': 21.1333697}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
15,0,22.9 km,22859,32 mins,1948,"{'lat': 48.5605769, 'lng': 21.4972555}","044 15 Nižná Myšľa, Slovakia",OK,20,NULL,ChIJ5bEuk-EmP0cRHRDVUUjrJXk,"{'lat': 48.6258608, 'lng': 21.3635053}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
16,0,29.0 km,28970,39 mins,2350,"{'lat': 48.5605553, 'lng': 21.4972528}","044 57 Haniska, Slovakia",OK,20,NULL,ChIJM3BgxQohP0cRIrKOWJFUB44,"{'lat': 48.6157687, 'lng': 21.2539912}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
17,0,25.3 km,25346,36 mins,2180,"{'lat': 48.5605769, 'lng': 21.4972555}","044 19 Olšovany, Slovakia",OK,20,NULL,ChIJubPMVSHZPkcRwe8Eq1BRqAU,"{'lat': 48.7049727, 'lng': 21.4122287}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
18,0,30.3 km,30331,42 mins,2494,"{'lat': 48.5605769, 'lng': 21.4972555}","044 41 Košická Polianka, Slovakia",OK,20,NULL,ChIJcZwqxz7fPkcR4EaXxtH3AAQ,"{'lat': 48.6928202, 'lng': 21.3477367}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
19,0,31.0 km,30968,41 mins,2461,"{'lat': 48.5605553, 'lng': 21.4972528}","044 57 Sokoľany, Slovakia",OK,20,NULL,ChIJa38imYchP0cR0IeXxtH3AAQ,"{'lat': 48.6088494, 'lng': 21.2284687}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
20,0,34.4 km,34391,43 mins,2607,"{'lat': 48.5605553, 'lng': 21.4972528}","044 58 Seňa, Slovakia",OK,20,NULL,ChIJM0LcHJojP0cRIEmXxtH3AAQ,"{'lat': 48.5587686, 'lng': 21.2570684}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
21,0,23.8 km,23811,33 mins,1996,"{'lat': 48.5605769, 'lng': 21.4972555}","044 16 Nižný Čaj, Slovakia",OK,20,NULL,ChIJ9akAUKLYPkcRsEeXxtH3AAQ,"{'lat': 48.6659061, 'lng': 21.3981304}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
22,0,8.4 km,8384,17 mins,992,"{'lat': 48.5605769, 'lng': 21.4972555}","044 17 Nový Salaš, Slovakia",OK,20,NULL,ChIJZythrlcoP0cREEiXxtH3AAQ,"{'lat': 48.6113966, 'lng': 21.4742714}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
56,0,16.4 km,16382,18 mins,1072,"{'lat': 48.55945939999999, 'lng': 21.3321121}","044 58 Belža, Slovakia",OK,28,NULL,ChIJeeDu7-sjP0cRkESXxtH3AAQ,"{'lat': 48.5808077, 'lng': 21.2741044}","3342, 044 11 Trstené pri Hornáde, Slovakia",locality
23,0,11.9 km,11919,21 mins,1242,"{'lat': 48.5605769, 'lng': 21.4972555}","044 17 Slanec, Slovakia",OK,20,NULL,ChIJ79PVnA8oP0cRQEmXxtH3AAQ,"{'lat': 48.6363025, 'lng': 21.4782392}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
24,0,14.5 km,14495,25 mins,1476,"{'lat': 48.5605769, 'lng': 21.4972555}","044 16 Rákoš, Slovakia",OK,20,NULL,ChIJk5q-b5MnP0cRsEiXxtH3AAQ,"{'lat': 48.645437, 'lng': 21.4268465}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
25,0,15.4 km,15443,24 mins,1421,"{'lat': 48.5605769, 'lng': 21.4972555}","044 18 Slanské Nové Mesto, Slovakia",OK,20,NULL,ChIJ2wYw2rfXPkcRYEmXxtH3AAQ,"{'lat': 48.6294657, 'lng': 21.5238409}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
26,0,33.0 km,33019,43 mins,2599,"{'lat': 48.5605553, 'lng': 21.4972528}","044 57 Bočiar, Slovakia",OK,20,NULL,ChIJGzxwmjQiP0cRwIeXxtH3AAQ,"{'lat': 48.5918698, 'lng': 21.2355402}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
27,0,21.2 km,21200,31 mins,1877,"{'lat': 48.5605769, 'lng': 21.4972555}","044 19 Ruskov, Slovakia",OK,20,NULL,ChIJzx5uKUTYPkcRAEmXxtH3AAQ,"{'lat': 48.6818232, 'lng': 21.432293}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
29,0,24.4 km,24434,36 mins,2169,"{'lat': 48.5605769, 'lng': 21.4972555}","044 16 Vyšný Čaj, Slovakia",OK,20,NULL,ChIJAxHHHsDYPkcRVVSkcPpdcaM,"{'lat': 48.68367990000001, 'lng': 21.3993708}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
16,0,12.1 km,12096,13 mins,774,"{'lat': 48.5366362, 'lng': 21.3057405}","044 57 Haniska, Slovakia",OK,29,NULL,ChIJM3BgxQohP0cRIrKOWJFUB44,"{'lat': 48.6157687, 'lng': 21.2539912}","Unnamed Road, 044 58 Kechnec, Slovakia",locality
30,0,23.3 km,23252,41 mins,2487,"{'lat': 48.5605553, 'lng': 21.4972528}","076 02 Kysta, Slovakia",OK,20,NULL,ChIJ91DogfLTOEcRwG-XxtH3AAQ,"{'lat': 48.515171, 'lng': 21.7207349}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
31,0,24.5 km,24456,41 mins,2434,"{'lat': 48.5605553, 'lng': 21.4972528}","076 02 Zemplínsky Branč, Slovakia",OK,20,NULL,ChIJZc9o80TUOEcRE2yQCCVTAVw,"{'lat': 48.54341549999999, 'lng': 21.7218901}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
32,0,20.4 km,20379,38 mins,2305,"{'lat': 48.5605553, 'lng': 21.4972528}","076 15 Hrčeľ, Slovakia",OK,20,NULL,ChIJs_2RhIDTOEcREG-XxtH3AAQ,"{'lat': 48.5228001, 'lng': 21.6879165}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
33,0,28.4 km,28385,46 mins,2755,"{'lat': 48.5605553, 'lng': 21.4972528}","076 02 Kašov, Slovakia",OK,20,NULL,ChIJF3LaO1zROEcR0UGn2P-GttI,"{'lat': 48.4905361, 'lng': 21.7424947}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
34,0,31.7 km,31711,47 mins,2805,"{'lat': 48.5605553, 'lng': 21.4972528}","076 05 Zemplínske Jastrabie, Slovakia",OK,20,NULL,ChIJw2nTBjDROEcRnw1e__MI2Lo,"{'lat': 48.498037, 'lng': 21.7764395}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
53,0,3.6 km,3608,5 mins,296,"{'lat': 48.5366362, 'lng': 21.3057405}","044 58 Kechnec, Slovakia",OK,29,NULL,ChIJofQTEnsjP0cRcSqreUcZBRI,"{'lat': 48.5509588, 'lng': 21.2656102}","Unnamed Road, 044 58 Kechnec, Slovakia",locality
35,0,36.9 km,36852,48 mins,2883,"{'lat': 48.5605553, 'lng': 21.4972528}","076 32 Bara, Slovakia",OK,20,NULL,ChIJ02z3xijOOEcRkG2XxtH3AAQ,"{'lat': 48.4281733, 'lng': 21.7164626}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
36,0,17.0 km,17039,34 mins,2020,"{'lat': 48.5605553, 'lng': 21.4972528}","076 17 Čeľovce, Slovakia",OK,20,NULL,ChIJyU5Ki2EqP0cRenCcMgWzVgw,"{'lat': 48.6028631, 'lng': 21.6274274}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
75,0,18.5 km,18504,19 mins,1132,"{'lat': 48.5366362, 'lng': 21.3057405}","044 14 Gyňov, Slovakia",OK,29,NULL,ChIJ5-su5AQkP0cR4EWXxtH3AAQ,"{'lat': 48.5894837, 'lng': 21.3060745}","Unnamed Road, 044 58 Kechnec, Slovakia",locality
37,0,37.9 km,37917,48 mins,2905,"{'lat': 48.5605553, 'lng': 21.4972528}","076 32 Černochov, Slovakia",OK,20,NULL,ChIJqb98wMHROEcRYG6XxtH3AAQ,"{'lat': 48.4394042, 'lng': 21.7333807}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
38,0,20.2 km,20202,37 mins,2221,"{'lat': 48.5605553, 'lng': 21.4972528}","076 81 Čerhov, Slovakia",OK,20,NULL,ChIJcWdETYrSOEcRUG6XxtH3AAQ,"{'lat': 48.461586, 'lng': 21.6406034}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
39,0,32.9 km,32906,49 mins,2949,"{'lat': 48.5605553, 'lng': 21.4972528}","076 03 Hraň, Slovakia",OK,20,NULL,ChIJQ7k1_3zWOEcRAG-XxtH3AAQ,"{'lat': 48.5447147, 'lng': 21.7887945}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
40,0,28.6 km,28612,38 mins,2303,"{'lat': 48.5605553, 'lng': 21.4972528}","076 33 Slovenské Nové Mesto, Slovakia",OK,20,NULL,ChIJ7S2pYHPOOEcRcHqXxtH3AAQ,"{'lat': 48.40054019999999, 'lng': 21.669215}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
41,0,31.5 km,31482,41 mins,2479,"{'lat': 48.5605553, 'lng': 21.4972528}","076 32 Borša, Slovakia",OK,20,NULL,ChIJ_8pRkVPOOEcR91uFAGsl-ck,"{'lat': 48.3953271, 'lng': 21.7071432}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
43,0,34.2 km,34198,48 mins,2908,"{'lat': 48.5605553, 'lng': 21.4972528}","076 03 Sirník, Slovakia",OK,20,NULL,ChIJpx207ubWOEcRUHqXxtH3AAQ,"{'lat': 48.5183876, 'lng': 21.8034735}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
44,0,18.0 km,18012,36 mins,2170,"{'lat': 48.5605553, 'lng': 21.4972528}","076 14 Lastovce, Slovakia",OK,20,NULL,ChIJjQRP108rP0cR4G-XxtH3AAQ,"{'lat': 48.5393859, 'lng': 21.6285629}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
21,0,15.0 km,14993,17 mins,996,"{'lat': 48.55945939999999, 'lng': 21.3321121}","044 16 Nižný Čaj, Slovakia",OK,28,NULL,ChIJ9akAUKLYPkcRsEeXxtH3AAQ,"{'lat': 48.6659061, 'lng': 21.3981304}","3342, 044 11 Trstené pri Hornáde, Slovakia",locality
63,0,13.2 km,13224,30 mins,1775,"{'lat': 48.5605553, 'lng': 21.4972528}","076 12 Slivník, Slovakia",OK,20,NULL,ChIJpTOZOoYpP0cR44Og2tVDkVk,"{'lat': 48.5999955, 'lng': 21.5564504}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
45,0,26.4 km,26383,42 mins,2535,"{'lat': 48.5605553, 'lng': 21.4972528}","076 01 Kožuchov, Slovakia",OK,20,NULL,ChIJvTYXbwTVOEcRcG-XxtH3AAQ,"{'lat': 48.5658216, 'lng': 21.7249685}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
46,0,27.9 km,27938,45 mins,2703,"{'lat': 48.5605553, 'lng': 21.4972528}","076 01 Zemplínske Hradište, Slovakia",OK,20,NULL,ChIJx0g_fXfVOEcRzBpPDBynbZY,"{'lat': 48.5837704, 'lng': 21.7356619}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
47,0,28.3 km,28288,44 mins,2646,"{'lat': 48.5605553, 'lng': 21.4972528}","076 02 Novosad, Slovakia",OK,20,NULL,ChIJ8x4lUznUOEcRgHCXxtH3AAQ,"{'lat': 48.5252548, 'lng': 21.7412231}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
7,0,8.2 km,8224,9 mins,565,"{'lat': 48.5635743, 'lng': 21.3956365}","044 14 Čaňa, Slovakia",OK,25,NULL,ChIJF2wUr0whP0cRUEWXxtH3AAQ,"{'lat': 48.6070779, 'lng': 21.3248705}","3416, 044 11 Skároš, Slovakia",locality
48,0,40.6 km,40574,49 mins,2959,"{'lat': 48.5605553, 'lng': 21.4972528}","076 35 Somotor, Slovakia",OK,20,NULL,ChIJYyKXz0jFOEcRrqnzzvy2bzc,"{'lat': 48.4036921, 'lng': 21.8110298}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
77,0,3.5 km,3494,5 mins,270,"{'lat': 48.5635743, 'lng': 21.3956365}","044 11 Skároš, Slovakia",OK,25,NULL,ChIJMeJRoyMmP0cRMEmXxtH3AAQ,"{'lat': 48.5883954, 'lng': 21.3760376}","3416, 044 11 Skároš, Slovakia",locality
49,0,18.9 km,18936,37 mins,2198,"{'lat': 48.5605553, 'lng': 21.4972528}","076 15 Veľaty, Slovakia",OK,20,NULL,ChIJMVoOqGfTOEcR8HqXxtH3AAQ,"{'lat': 48.5213347, 'lng': 21.6614968}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
50,0,24.0 km,23990,41 mins,2437,"{'lat': 48.5605553, 'lng': 21.4972528}","076 16 Zemplínska Nová Ves, Slovakia",OK,20,NULL,ChIJifs3q9TUOEcRIQHYsL71Kgo,"{'lat': 48.5769724, 'lng': 21.6680537}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
51,0,42.1 km,42064,51 mins,3089,"{'lat': 48.5605553, 'lng': 21.4972528}","076 34 Zemplín, Slovakia",OK,20,NULL,ChIJy2vPrWvQOEcR4HuXxtH3AAQ,"{'lat': 48.4389312, 'lng': 21.8123559}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
52,0,20.9 km,20942,29 mins,1762,"{'lat': 48.5605769, 'lng': 21.4972555}","076 64 Zemplínska Teplica, Slovakia",OK,20,NULL,ChIJAxgEl1zWPkcRAHyXxtH3AAQ,"{'lat': 48.64611619999999, 'lng': 21.5738705}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
53,0,35.7 km,35684,46 mins,2734,"{'lat': 48.5605553, 'lng': 21.4972528}","044 58 Kechnec, Slovakia",OK,20,NULL,ChIJofQTEnsjP0cRcSqreUcZBRI,"{'lat': 48.5509588, 'lng': 21.2656102}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
54,0,18.8 km,18834,36 mins,2131,"{'lat': 48.5605553, 'lng': 21.4972528}","075 01 Plechotice, Slovakia",OK,20,NULL,ChIJdRsnpITVPkcRvixQ3hLOk90,"{'lat': 48.6257446, 'lng': 21.6364758}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
55,0,36.0 km,35994,50 mins,3002,"{'lat': 48.5605553, 'lng': 21.4972528}","076 05 Brehov, Slovakia",OK,20,NULL,ChIJ8WTe2svQOEcRqc58G1XzWH8,"{'lat': 48.4872872, 'lng': 21.8195503}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
56,0,32.8 km,32753,43 mins,2555,"{'lat': 48.5605553, 'lng': 21.4972528}","044 58 Belža, Slovakia",OK,20,NULL,ChIJeeDu7-sjP0cRkESXxtH3AAQ,"{'lat': 48.5808077, 'lng': 21.2741044}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
57,0,22.2 km,22207,38 mins,2307,"{'lat': 48.5605553, 'lng': 21.4972528}","076 16 Stanča, Slovakia",OK,20,NULL,ChIJ42CdNysrP0cRgByXxtH3AAQ,"{'lat': 48.5689496, 'lng': 21.6578755}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
